Artist,Popularity_min,Popularity_max,Popularity_mean,Popularity_var,Danceability_min,Danceability_max,Danceability_mean,Danceability_var,Energy_min,Energy_max,Energy_mean,Energy_var,Loudness_min,Loudness_max,Loudness_mean,Loudness_var,Speechiness_min,Speechiness_max,Speechiness_mean,Speechiness_var,Acousticness_min,Acousticness_max,Acousticness_mean,Acousticness_var,Instrumentalness_min,Instrumentalness_max,Instrumentalness_mean,Instrumentalness_var,Liveness_min,Liveness_max,Liveness_mean,Liveness_var,Valence_min,Valence_max,Valence_mean,Valence_var,Tempo_min,Tempo_max,Tempo_mean,Tempo_var,Genre_classical,Genre_rap,Genre_r&b,Genre_industrial,Genre_indie,Genre_opera,Genre_neo soul,Genre_orchestra,Genre_psychedelic rock,Genre_soundtrack,Genre_art pop,Genre_german hip hop,Genre_classic rock,Genre_electro,Genre_bedroom pop,Genre_electronic,Genre_art rock,Genre_alternative r&b,Genre_reggae,Genre_singer-songwriter,Key_<lambda>,Mode_<lambda>,Time Signature_<lambda>,Track_Count
Dalganabak,0,0,0.0,,0.643,0.643,0.643,,0.527,0.527,0.527,,-9.724,-9.724,-9.724,,0.0524,0.0524,0.0524,,0.706,0.706,0.706,,3.17e-06,3.17e-06,3.17e-06,,0.0987,0.0987,0.0987,,0.563,0.563,0.563,,116.04,116.04,116.04,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,1
Damon Albarn,39,39,39.0,,0.62,0.62,0.62,,0.311,0.311,0.311,,-12.299,-12.299,-12.299,,0.0454,0.0454,0.0454,,0.812,0.812,0.812,,9.88e-05,9.88e-05,9.88e-05,,0.172,0.172,0.172,,0.461,0.461,0.461,,138.903,138.903,138.903,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
Dancing Fantasy,3,3,3.0,,0.763,0.763,0.763,,0.568,0.568,0.568,,-13.668,-13.668,-13.668,,0.0612,0.0612,0.0612,,0.0621,0.0621,0.0621,,0.788,0.788,0.788,,0.0694,0.0694,0.0694,,0.678,0.678,0.678,,119.654,119.654,119.654,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,1
Daniel Barenboim,29,29,29.0,,0.141,0.141,0.141,,0.0471,0.0471,0.0471,,-27.3,-27.3,-27.3,,0.0416,0.0416,0.0416,,0.98,0.98,0.98,,0.965,0.965,0.965,,0.16,0.16,0.16,,0.044,0.044,0.044,,101.894,101.894,101.894,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,1
Daniel Hunting,28,28,28.0,,0.615,0.615,0.615,,0.775,0.775,0.775,,-5.12,-5.12,-5.12,,0.0556,0.0556,0.0556,,0.0771,0.0771,0.0771,,7.75e-05,7.75e-05,7.75e-05,,0.123,0.123,0.123,,0.609,0.609,0.609,,80.064,80.064,80.064,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,1
Daniel Norman,0,0,0.0,,0.459,0.459,0.459,,0.148,0.148,0.148,,-24.798,-24.798,-24.798,,0.056,0.056,0.056,,0.958,0.958,0.958,,0.747,0.747,0.747,,0.0365,0.0365,0.0365,,0.253,0.253,0.253,,119.797,119.797,119.797,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1
Danny Daze,3,20,11.5,144.5,0.598,0.752,0.675,0.011858000000000013,0.755,0.898,0.8265,0.010224500000000003,-8.585,-7.0,-7.7925,1.2561125000000013,0.0353,0.0723,0.0538,0.0006845000000000002,0.0207,0.327,0.17385,0.046909845000000006,0.236,0.751,0.4935,0.1326125,0.0782,0.27,0.1741,0.018393620000000003,0.629,0.936,0.7825,0.047124500000000034,139.944,139.985,139.9645,0.0008405000000004521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,2
Danny From Miami,3,20,11.5,144.5,0.598,0.752,0.675,0.011858000000000013,0.755,0.898,0.8265,0.010224500000000003,-8.585,-7.0,-7.7925,1.2561125000000013,0.0353,0.0723,0.0538,0.0006845000000000002,0.0207,0.327,0.17385,0.046909845000000006,0.236,0.751,0.4935,0.1326125,0.0782,0.27,0.1741,0.018393620000000003,0.629,0.936,0.7825,0.047124500000000034,139.944,139.985,139.9645,0.0008405000000004521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,2
Das Kope,0,0,0.0,,0.497,0.497,0.497,,0.388,0.388,0.388,,-12.251,-12.251,-12.251,,0.0261,0.0261,0.0261,,0.324,0.324,0.324,,0.428,0.428,0.428,,0.114,0.114,0.114,,0.242,0.242,0.242,,159.939,159.939,159.939,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,4,1
Das Moped,15,15,15.0,,0.801,0.801,0.801,,0.598,0.598,0.598,,-6.882,-6.882,-6.882,,0.0659,0.0659,0.0659,,0.0116,0.0116,0.0116,,2.07e-05,2.07e-05,2.07e-05,,0.111,0.111,0.111,,0.898,0.898,0.898,,145.989,145.989,145.989,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,1
Dave Stewart,85,85,85.0,,0.692,0.692,0.692,,0.711,0.711,0.711,,-7.498,-7.498,-7.498,,0.0317,0.0317,0.0317,,0.225,0.225,0.225,,0.0,0.0,0.0,,0.12,0.12,0.12,,0.875,0.875,0.875,,125.135,125.135,125.135,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
David Arnold,0,0,0.0,0.0,0.224,0.382,0.31866666666666665,0.006977333333333332,0.0274,0.273,0.11343333333333333,0.019135203333333337,-23.757,-15.592,-19.475666666666665,16.78541033333333,0.0439,0.0558,0.04976666666666666,3.542333333333332e-05,0.237,0.993,0.7383333333333333,0.18851733333333334,0.0576,0.905,0.42086666666666667,0.19047825333333335,0.0623,0.0867,0.07126666666666666,0.00018020333333333338,0.126,0.724,0.472,0.09602799999999999,88.768,129.479,102.46833333333335,547.2201103333337,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3
David Bowie,5,84,59.083333333333336,564.4469696969695,0.31,0.71,0.5166666666666667,0.016352060606060603,0.308,0.938,0.6075,0.04271045454545455,-13.664,-5.577,-9.581583333333333,5.5951559015151515,0.0267,0.126,0.04791666666666666,0.0006962887878787878,0.00146,0.505,0.17867583333333334,0.02910601846287879,0.0,0.0605,0.0082653025,0.00033610429001407503,0.0585,0.54,0.22248333333333334,0.028305212424242422,0.122,0.944,0.52225,0.060651113636363656,75.44,182.836,121.97491666666667,793.5168499015152,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,12
David Byrne,39,39,39.0,,0.525,0.525,0.525,,0.215,0.215,0.215,,-15.376,-15.376,-15.376,,0.0273,0.0273,0.0273,,0.869,0.869,0.869,,0.00372,0.00372,0.00372,,0.106,0.106,0.106,,0.347,0.347,0.347,,99.026,99.026,99.026,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,4,1
David Carp,5,5,5.0,,0.574,0.574,0.574,,0.255,0.255,0.255,,-17.132,-17.132,-17.132,,0.0676,0.0676,0.0676,,0.966,0.966,0.966,,0.0296,0.0296,0.0296,,0.124,0.124,0.124,,0.766,0.766,0.766,,97.803,97.803,97.803,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,1
David Guetta,65,72,68.5,24.5,0.546,0.709,0.6275,0.013284499999999996,0.783,0.898,0.8405,0.006612499999999999,-5.944,-3.938,-4.941,2.012018,0.0551,0.232,0.14355,0.015646805,0.00158,0.108,0.05479,0.0056626082000000005,6.43e-06,4.1e-05,2.3715e-05,5.975424499999999e-10,0.103,0.229,0.166,0.007938000000000002,0.466,0.648,0.557,0.016561999999999993,127.043,130.002,128.5225,4.377840500000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,2
David Numwami,27,27,27.0,,0.749,0.749,0.749,,0.596,0.596,0.596,,-9.051,-9.051,-9.051,,0.0308,0.0308,0.0308,,0.53,0.53,0.53,,0.739,0.739,0.739,,0.085,0.085,0.085,,0.942,0.942,0.942,,132.032,132.032,132.032,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
David Parry,0,0,0.0,,0.105,0.105,0.105,,0.112,0.112,0.112,,-20.419,-20.419,-20.419,,0.0377,0.0377,0.0377,,0.981,0.981,0.981,,0.874,0.874,0.874,,0.123,0.123,0.123,,0.0666,0.0666,0.0666,,81.65,81.65,81.65,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,1
David Tennant,30,30,30.0,,0.578,0.578,0.578,,0.384,0.384,0.384,,-9.791,-9.791,-9.791,,0.137,0.137,0.137,,0.723,0.723,0.723,,0.0,0.0,0.0,,0.329,0.329,0.329,,0.51,0.51,0.51,,129.694,129.694,129.694,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,1
David Vunk,20,20,20.0,,0.857,0.857,0.857,,0.95,0.95,0.95,,-11.292,-11.292,-11.292,,0.0546,0.0546,0.0546,,0.000436,0.000436,0.000436,,0.841,0.841,0.841,,0.0403,0.0403,0.0403,,0.909,0.909,0.909,,130.997,130.997,130.997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,1
De La Soul,57,90,73.5,544.5,0.758,0.818,0.788,0.0017999999999999932,0.705,0.746,0.7255,0.0008405000000000038,-6.719,-6.679,-6.699,0.0007999999999999837,0.177,0.224,0.2005,0.0011045000000000013,0.00836,0.55,0.27918000000000004,0.14668694480000002,0.00188,0.00233,0.002105,1.0125e-07,0.236,0.613,0.4245,0.0710645,0.772,0.851,0.8115,0.003120499999999997,120.444,138.559,129.5015,164.07661250000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,2
Dead Man's Chest,16,16,16.0,,0.559,0.559,0.559,,0.933,0.933,0.933,,-8.337,-8.337,-8.337,,0.0709,0.0709,0.0709,,0.0105,0.0105,0.0105,,0.803,0.803,0.803,,0.172,0.172,0.172,,0.304,0.304,0.304,,164.988,164.988,164.988,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,1
Deee-Lite,72,72,72.0,,0.694,0.694,0.694,,0.881,0.881,0.881,,-4.053,-4.053,-4.053,,0.0701,0.0701,0.0701,,0.0153,0.0153,0.0153,,0.0196,0.0196,0.0196,,0.0851,0.0851,0.0851,,0.924,0.924,0.924,,121.554,121.554,121.554,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1
Deftones,81,81,81.0,,0.443,0.443,0.443,,0.781,0.781,0.781,,-4.277,-4.277,-4.277,,0.0377,0.0377,0.0377,,1.33e-05,1.33e-05,1.33e-05,,0.205,0.205,0.205,,0.166,0.166,0.166,,0.372,0.372,0.372,,71.841,71.841,71.841,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1
Delegation,57,57,57.0,,0.731,0.731,0.731,,0.458,0.458,0.458,,-18.525,-18.525,-18.525,,0.0406,0.0406,0.0406,,0.778,0.778,0.778,,0.549,0.549,0.549,,0.114,0.114,0.114,,0.951,0.951,0.951,,96.636,96.636,96.636,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1
Demet Akalın,0,7,1.4,9.8,0.536,0.738,0.656,0.005952499999999995,0.554,0.95,0.8583999999999999,0.029481299999999995,-9.234,-5.967,-7.1726,1.6463263000000001,0.0279,0.065,0.042600000000000006,0.00019445499999999998,0.00787,0.443,0.10439400000000001,0.03593649268,0.0,0.154,0.03204596,0.004651601633608,0.0809,0.532,0.30598000000000003,0.030749252,0.611,0.756,0.6864,0.0045933,125.037,150.262,132.672,104.73979849999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
Demet Sağıroğlu,59,59,59.0,,0.524,0.524,0.524,,0.565,0.565,0.565,,-13.679,-13.679,-13.679,,0.204,0.204,0.204,,0.337,0.337,0.337,,0.0,0.0,0.0,,0.103,0.103,0.103,,0.341,0.341,0.341,,104.999,104.999,104.999,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,1
Deniz Seki,0,20,1.4285714285714286,28.571428571428573,0.455,0.819,0.6453571428571429,0.013814862637362644,0.225,0.916,0.7151428571428572,0.027698747252747256,-10.028,-3.564,-6.059428571428571,5.221849340659341,0.0305,0.228,0.08301428571428572,0.0034570628571428583,0.019,0.936,0.34340714285714286,0.07169019763736265,0.0,1.34e-05,1.825e-06,1.978798076923077e-11,0.0606,0.376,0.18252142857142856,0.011958332582417583,0.206,0.923,0.6814285714285715,0.0414058021978022,81.954,166.05,111.41592857142858,587.197714379121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,14
Deniz Taşar,5,5,5.0,,0.57,0.57,0.57,,0.503,0.503,0.503,,-10.306,-10.306,-10.306,,0.0359,0.0359,0.0359,,0.32,0.32,0.32,,0.00355,0.00355,0.00355,,0.0877,0.0877,0.0877,,0.299,0.299,0.299,,78.924,78.924,78.924,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1
Deniz Tekin,0,0,0.0,0.0,0.474,0.709,0.5906,0.008312300000000002,0.235,0.652,0.4074,0.0331928,-12.774,-8.133,-11.0184,4.3072523,0.0284,0.0626,0.0417,0.00017185,0.0709,0.932,0.47598,0.11043075200000001,9.87e-05,0.81,0.27747214000000003,0.139535652101198,0.0989,0.124,0.11118000000000001,8.531199999999999e-05,0.0396,0.703,0.40332,0.06731801199999998,80.031,145.961,105.31200000000001,636.8161905000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5
Denzel Curry,64,68,66.0,8.0,0.493,0.788,0.6405000000000001,0.043512499999999996,0.715,0.826,0.7705,0.0061604999999999984,-5.211,-3.106,-4.1585,2.215512500000001,0.119,0.311,0.215,0.018432,0.095,0.698,0.39649999999999996,0.18180449999999998,0.0,3.42e-06,1.71e-06,5.848199999999999e-12,0.152,0.252,0.202,0.005000000000000002,0.75,0.819,0.7845,0.0023804999999999968,81.523,112.865,97.19399999999999,491.1604819999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,2
Depeche Mode,70,70,70.0,,0.382,0.382,0.382,,0.593,0.593,0.593,,-11.964,-11.964,-11.964,,0.0323,0.0323,0.0323,,0.355,0.355,0.355,,0.0174,0.0174,0.0174,,0.123,0.123,0.123,,0.223,0.223,0.223,,113.002,113.002,113.002,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Der Tourist,26,26,26.0,,0.813,0.813,0.813,,0.362,0.362,0.362,,-8.268,-8.268,-8.268,,0.155,0.155,0.155,,0.00443,0.00443,0.00443,,3.78e-05,3.78e-05,3.78e-05,,0.16,0.16,0.16,,0.583,0.583,0.583,,143.985,143.985,143.985,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1
Derby Motoreta’s Burrito Kachimba,13,42,25.333333333333332,224.33333333333331,0.196,0.404,0.31866666666666665,0.011861333333333331,0.458,0.871,0.7283333333333334,0.054866333333333316,-9.479,-4.278,-6.653333333333333,6.914700333333331,0.0357,0.273,0.11953333333333334,0.01771442333333334,0.000146,0.581,0.19589199999999998,0.11124131761199998,0.00171,0.158,0.05484,0.0079838917,0.0947,0.252,0.17656666666666668,0.006216863333333332,0.127,0.582,0.3323333333333333,0.053230333333333324,133.076,199.276,164.214,1107.1583320000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3
Derin Esmer,24,24,24.0,,0.444,0.444,0.444,,0.46,0.46,0.46,,-10.345,-10.345,-10.345,,0.0733,0.0733,0.0733,,0.261,0.261,0.261,,0.0164,0.0164,0.0164,,0.128,0.128,0.128,,0.536,0.536,0.536,,168.047,168.047,168.047,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,1
Desmond Dekker,0,0,0.0,,0.743,0.743,0.743,,0.541,0.541,0.541,,-9.61,-9.61,-9.61,,0.0581,0.0581,0.0581,,0.225,0.225,0.225,,0.000586,0.000586,0.000586,,0.0542,0.0542,0.0542,,0.972,0.972,0.972,,74.095,74.095,74.095,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,4,1
Destiny's Child,28,81,63.5,345.89999999999986,0.514,0.814,0.6773333333333333,0.016544266666666658,0.474,0.911,0.6998333333333333,0.031562166666666655,-7.555,-2.027,-4.8886666666666665,3.7820954666666657,0.0567,0.41,0.1696,0.024701571999999998,0.00543,0.317,0.11104333333333334,0.020860018426666672,0.0,0.219,0.03676541666666667,0.007970658046041666,0.0537,0.775,0.25315,0.07996537100000001,0.529,0.936,0.6743333333333333,0.022603066666666664,88.997,161.109,116.33366666666666,822.2329194666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6
Diamond Platnumz,25,25,25.0,,0.688,0.688,0.688,,0.638,0.638,0.638,,-5.562,-5.562,-5.562,,0.0907,0.0907,0.0907,,0.146,0.146,0.146,,0.000669,0.000669,0.000669,,0.0805,0.0805,0.0805,,0.83,0.83,0.83,,79.948,79.948,79.948,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,1
Diddy,33,33,33.0,,0.862,0.862,0.862,,0.479,0.479,0.479,,-9.199,-9.199,-9.199,,0.0645,0.0645,0.0645,,0.0523,0.0523,0.0523,,0.00126,0.00126,0.00126,,0.589,0.589,0.589,,0.924,0.924,0.924,,109.877,109.877,109.877,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,1
Die Antwoord,34,47,40.5,84.5,0.342,0.806,0.5740000000000001,0.10764800000000002,0.358,0.649,0.5035000000000001,0.042340500000000024,-11.262,-5.945,-8.6035,14.1352445,0.0405,0.0708,0.055650000000000005,0.0004590450000000001,0.019,0.653,0.336,0.20097800000000002,2.53e-06,0.796,0.398001265,0.3168059861232005,0.0589,0.131,0.09495,0.002599205,0.0702,0.698,0.3841,0.19706642,81.507,92.013,86.76,55.188018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
Die Lieferanten,0,0,0.0,,0.717,0.717,0.717,,0.949,0.949,0.949,,-4.338,-4.338,-4.338,,0.0473,0.0473,0.0473,,0.0582,0.0582,0.0582,,0.000149,0.000149,0.000149,,0.121,0.121,0.121,,0.437,0.437,0.437,,113.969,113.969,113.969,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,1
Digital Farm Animals,66,66,66.0,,0.683,0.683,0.683,,0.53,0.53,0.53,,-4.918,-4.918,-4.918,,0.142,0.142,0.142,,0.207,0.207,0.207,,0.0,0.0,0.0,,0.394,0.394,0.394,,0.645,0.645,0.645,,75.016,75.016,75.016,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,1
Dilan Balkay,0,0,0.0,,0.64,0.64,0.64,,0.593,0.593,0.593,,-8.624,-8.624,-8.624,,0.0558,0.0558,0.0558,,0.397,0.397,0.397,,0.000518,0.000518,0.000518,,0.35,0.35,0.35,,0.404,0.404,0.404,,92.047,92.047,92.047,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1
Dilek Türkan,45,45,45.0,,0.678,0.678,0.678,,0.392,0.392,0.392,,-8.034,-8.034,-8.034,,0.0584,0.0584,0.0584,,0.641,0.641,0.641,,0.0,0.0,0.0,,0.125,0.125,0.125,,0.417,0.417,0.417,,112.059,112.059,112.059,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,1
Dilemma,20,20,20.0,,0.7,0.7,0.7,,0.565,0.565,0.565,,-6.795,-6.795,-6.795,,0.0251,0.0251,0.0251,,0.789,0.789,0.789,,0.00341,0.00341,0.00341,,0.134,0.134,0.134,,0.35,0.35,0.35,,130.037,130.037,130.037,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1
Dimitri Vegas & Like Mike,53,53,53.0,,0.678,0.678,0.678,,0.967,0.967,0.967,,-5.296,-5.296,-5.296,,0.089,0.089,0.089,,0.00596,0.00596,0.00596,,0.73,0.73,0.73,,0.0694,0.0694,0.0694,,0.31,0.31,0.31,,138.019,138.019,138.019,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1
Dinmeyen,0,0,0.0,,0.628,0.628,0.628,,0.324,0.324,0.324,,-8.79,-8.79,-8.79,,0.0304,0.0304,0.0304,,0.914,0.914,0.914,,0.000122,0.000122,0.000122,,0.129,0.129,0.129,,0.103,0.103,0.103,,121.722,121.722,121.722,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1
Dio,68,68,68.0,,0.473,0.473,0.473,,0.783,0.783,0.783,,-10.671,-10.671,-10.671,,0.0869,0.0869,0.0869,,0.0125,0.0125,0.0125,,0.475,0.475,0.475,,0.268,0.268,0.268,,0.124,0.124,0.124,,91.976,91.976,91.976,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,1
Dire Straits,72,72,72.0,,0.898,0.898,0.898,,0.412,0.412,0.412,,-13.826,-13.826,-13.826,,0.0395,0.0395,0.0395,,0.137,0.137,0.137,,0.338,0.338,0.338,,0.0825,0.0825,0.0825,,0.857,0.857,0.857,,117.457,117.457,117.457,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,4,1
Disclosure,0,0,0.0,,0.777,0.777,0.777,,0.71,0.71,0.71,,-5.694,-5.694,-5.694,,0.0539,0.0539,0.0539,,0.0412,0.0412,0.0412,,0.0811,0.0811,0.0811,,0.0577,0.0577,0.0577,,0.306,0.306,0.306,,109.029,109.029,109.029,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,1
Disco Tarantula,0,0,0.0,,0.691,0.691,0.691,,0.568,0.568,0.568,,-7.907,-7.907,-7.907,,0.0296,0.0296,0.0296,,0.000442,0.000442,0.000442,,0.802,0.802,0.802,,0.194,0.194,0.194,,0.275,0.275,0.275,,124.001,124.001,124.001,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,1
Dj Suppa,0,0,0.0,,0.641,0.641,0.641,,0.549,0.549,0.549,,-7.315,-7.315,-7.315,,0.264,0.264,0.264,,0.362,0.362,0.362,,0.0,0.0,0.0,,0.0838,0.0838,0.0838,,0.583,0.583,0.583,,180.041,180.041,180.041,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,1
Djoon Am,1,1,1.0,,0.462,0.462,0.462,,0.169,0.169,0.169,,-15.165,-15.165,-15.165,,0.0365,0.0365,0.0365,,0.924,0.924,0.924,,0.724,0.724,0.724,,0.105,0.105,0.105,,0.105,0.105,0.105,,120.222,120.222,120.222,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1
Doechii,69,90,81.0,117.0,0.825,0.974,0.8796666666666666,0.006730333333333335,0.644,0.711,0.6773333333333333,0.0011223333333333315,-6.483,-3.24,-4.976333333333334,2.668822333333333,0.069,0.33,0.19766666666666666,0.017040333333333338,0.0124,0.0988,0.06723333333333333,0.002272243333333333,0.0,3.92e-05,1.4066666666666665e-05,4.760133333333333e-10,0.0795,0.131,0.09976666666666667,0.0007532633333333333,0.328,0.622,0.433,0.026900999999999998,93.292,117.038,102.77833333333332,158.0566623333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3
Doja Cat,39,61,50.0,242.0,0.762,0.869,0.8155,0.005724499999999999,0.532,0.701,0.6165,0.014280499999999979,-7.186,-3.541,-5.3635,6.643012500000001,0.0286,0.23,0.1293,0.02028098,0.235,0.517,0.376,0.039762000000000006,0.0,0.000158,7.9e-05,1.2481999999999999e-08,0.103,0.123,0.11299999999999999,0.00020000000000000023,0.509,0.742,0.6255,0.02714450000000001,89.004,110.968,99.986,241.20864799999998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,2
Dolly Parton,66,66,66.0,,0.585,0.585,0.585,,0.511,0.511,0.511,,-9.37,-9.37,-9.37,,0.0391,0.0391,0.0391,,0.647,0.647,0.647,,0.007,0.007,0.007,,0.0392,0.0392,0.0392,,0.552,0.552,0.552,,105.898,105.898,105.898,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1
Dolphin Boy,33,33,33.0,,0.713,0.713,0.713,,0.251,0.251,0.251,,-13.362,-13.362,-13.362,,0.0297,0.0297,0.0297,,0.213,0.213,0.213,,0.00317,0.00317,0.00317,,0.347,0.347,0.347,,0.127,0.127,0.127,,133.945,133.945,133.945,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,1
Dolu Kadehi Ters Tut,56,56,56.0,,0.698,0.698,0.698,,0.602,0.602,0.602,,-7.302,-7.302,-7.302,,0.0317,0.0317,0.0317,,0.149,0.149,0.149,,6.86e-05,6.86e-05,6.86e-05,,0.219,0.219,0.219,,0.46,0.46,0.46,,130.035,130.035,130.035,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,1
Domiziana,51,60,55.5,40.5,0.685,0.746,0.7155,0.0018604999999999965,0.7,0.758,0.729,0.001682000000000003,-6.42,-5.96,-6.1899999999999995,0.10580000000000019,0.0814,0.109,0.0952,0.0003808799999999998,0.0358,0.0427,0.03925,2.3805000000000024e-05,0.00146,0.0129,0.00718,6.543679999999999e-05,0.364,0.552,0.458,0.01767200000000001,0.619,0.687,0.653,0.002312000000000004,133.044,146.907,139.9755,96.09138449999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,4,2
Donna Blue,38,38,38.0,,0.705,0.705,0.705,,0.544,0.544,0.544,,-9.792,-9.792,-9.792,,0.072,0.072,0.072,,0.0197,0.0197,0.0197,,0.000848,0.000848,0.000848,,0.0546,0.0546,0.0546,,0.743,0.743,0.743,,91.034,91.034,91.034,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1
Donna Summer,31,31,31.0,,0.329,0.329,0.329,,0.944,0.944,0.944,,-2.992,-2.992,-2.992,,0.322,0.322,0.322,,0.151,0.151,0.151,,0.000343,0.000343,0.000343,,0.728,0.728,0.728,,0.139,0.139,0.139,,136.615,136.615,136.615,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,1
