Artist,Popularity_min,Popularity_max,Popularity_mean,Popularity_var,Danceability_min,Danceability_max,Danceability_mean,Danceability_var,Energy_min,Energy_max,Energy_mean,Energy_var,Loudness_min,Loudness_max,Loudness_mean,Loudness_var,Speechiness_min,Speechiness_max,Speechiness_mean,Speechiness_var,Acousticness_min,Acousticness_max,Acousticness_mean,Acousticness_var,Instrumentalness_min,Instrumentalness_max,Instrumentalness_mean,Instrumentalness_var,Liveness_min,Liveness_max,Liveness_mean,Liveness_var,Valence_min,Valence_max,Valence_mean,Valence_var,Tempo_min,Tempo_max,Tempo_mean,Tempo_var,Genre_classical,Genre_rap,Genre_r&b,Genre_industrial,Genre_indie,Genre_opera,Genre_neo soul,Genre_orchestra,Genre_psychedelic rock,Genre_soundtrack,Genre_art pop,Genre_german hip hop,Genre_classic rock,Genre_electro,Genre_bedroom pop,Genre_electronic,Genre_art rock,Genre_alternative r&b,Genre_reggae,Genre_singer-songwriter,Key_<lambda>,Mode_<lambda>,Time Signature_<lambda>,Track_Count
Altin Gün,0,47,23.35,205.15641025641023,0.326,0.862,0.6078,0.014628010256410256,0.32,0.918,0.658575,0.025402763461538462,-16.213,-4.67,-9.2434,6.610676758974361,0.0275,0.0735,0.04198,0.00012290882051282047,0.000663,0.833,0.146390325,0.056587386141660916,0.00242,0.85,0.26643025,0.06232314927942308,0.0451,0.636,0.143925,0.012629668076923074,0.121,0.974,0.7914749999999999,0.03966753782051281,87.54,180.204,121.07035,798.7248938743589,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40
Altin Lazer Blaster,28,31,29.666666666666668,2.333333333333332,0.425,0.683,0.5910000000000001,0.020748000000000003,0.715,0.857,0.765,0.006363999999999999,-6.355,-6.267,-6.311,0.001936000000000023,0.0309,0.0469,0.0404,7.074999999999998e-05,0.000663,0.16,0.05411766666666667,0.008408565066333334,0.153,0.775,0.4983333333333333,0.10025733333333335,0.0723,0.24,0.13066666666666668,0.008979023333333332,0.663,0.83,0.7683333333333334,0.008402333333333328,97.978,152.018,129.04,779.0936920000004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
Amanda Jenssen,12,12,12.0,,0.495,0.495,0.495,,0.305,0.305,0.305,,-9.37,-9.37,-9.37,,0.0337,0.0337,0.0337,,0.881,0.881,0.881,,0.0,0.0,0.0,,0.12,0.12,0.12,,0.286,0.286,0.286,,96.56,96.56,96.56,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1
Ambar Lucid,42,42,42.0,,0.663,0.663,0.663,,0.736,0.736,0.736,,-5.519,-5.519,-5.519,,0.0283,0.0283,0.0283,,0.208,0.208,0.208,,3.73e-05,3.73e-05,3.73e-05,,0.114,0.114,0.114,,0.48,0.48,0.48,,114.969,114.969,114.969,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,4,1
Amber Mark,22,22,22.0,,0.755,0.755,0.755,,0.63,0.63,0.63,,-5.684,-5.684,-5.684,,0.0316,0.0316,0.0316,,0.123,0.123,0.123,,0.0,0.0,0.0,,0.118,0.118,0.118,,0.67,0.67,0.67,,118.0,118.0,118.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1
Amelie Martinez,0,0,0.0,,0.687,0.687,0.687,,0.535,0.535,0.535,,-9.228,-9.228,-9.228,,0.0392,0.0392,0.0392,,0.601,0.601,0.601,,0.00721,0.00721,0.00721,,0.125,0.125,0.125,,0.2,0.2,0.2,,97.999,97.999,97.999,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1
Aminé,40,40,40.0,,0.668,0.668,0.668,,0.445,0.445,0.445,,-7.195,-7.195,-7.195,,0.0495,0.0495,0.0495,,0.71,0.71,0.71,,0.0,0.0,0.0,,0.114,0.114,0.114,,0.391,0.391,0.391,,119.721,119.721,119.721,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
Amy Winehouse,0,78,43.214285714285715,1154.0274725274726,0.462,0.88,0.6665,0.02046211538461538,0.294,0.883,0.5868571428571429,0.04183520879120879,-16.544,-2.734,-7.867857142857143,20.39775120879121,0.0282,0.286,0.09219285714285715,0.005379059175824175,0.0132,0.809,0.28790714285714286,0.07402266071428572,0.0,0.00865,0.0014958642857142855,7.770728056318682e-06,0.0585,0.978,0.3269714285714285,0.13104947604395603,0.335,0.908,0.6415,0.02352442307692307,91.002,175.865,116.18771428571428,706.2872806813191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,14
Anderson .Paak,37,37,37.0,,0.657,0.657,0.657,,0.771,0.771,0.771,,-4.268,-4.268,-4.268,,0.254,0.254,0.254,,0.265,0.265,0.265,,0.0,0.0,0.0,,0.103,0.103,0.103,,0.793,0.793,0.793,,164.749,164.749,164.749,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
Andrea Bocelli,0,0,0.0,0.0,0.224,0.236,0.22999999999999998,7.199999999999996e-05,0.207,0.536,0.3715,0.054120500000000016,-10.829,-8.432,-9.630500000000001,2.8728044999999987,0.0334,0.0559,0.044649999999999995,0.0002531249999999999,0.875,0.939,0.907,0.002048,8.15e-06,0.0853,0.042654075,0.00363734983821125,0.0934,0.823,0.4582,0.26615807999999996,0.0757,0.0929,0.0843,0.00014791999999999987,130.186,147.518,138.852,150.1991119999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2
Andrea Menafra,0,0,0.0,,0.361,0.361,0.361,,0.151,0.151,0.151,,-15.65,-15.65,-15.65,,0.0488,0.0488,0.0488,,0.963,0.963,0.963,,0.0,0.0,0.0,,0.059,0.059,0.059,,0.309,0.309,0.309,,101.655,101.655,101.655,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,1
Andrez Babii,65,65,65.0,,0.767,0.767,0.767,,0.561,0.561,0.561,,-7.418,-7.418,-7.418,,0.0509,0.0509,0.0509,,0.118,0.118,0.118,,0.0,0.0,0.0,,0.0737,0.0737,0.0737,,0.542,0.542,0.542,,90.021,90.021,90.021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1
Andru Donalds,46,46,46.0,,0.604,0.604,0.604,,0.786,0.786,0.786,,-5.643,-5.643,-5.643,,0.0741,0.0741,0.0741,,0.0187,0.0187,0.0187,,1.04e-05,1.04e-05,1.04e-05,,0.0704,0.0704,0.0704,,0.795,0.795,0.795,,176.043,176.043,176.043,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,1
André Rieu,0,0,0.0,0.0,0.188,0.379,0.2835,0.018240500000000007,0.0759,0.359,0.21744999999999998,0.040072804999999996,-21.17,-8.416,-14.793000000000001,81.33225800000001,0.0344,0.0368,0.0356,2.8799999999999983e-06,0.945,0.962,0.9535,0.0001444999999999993,0.88,0.891,0.8855,6.04999999999995e-05,0.0894,0.0994,0.0944,5.000000000000009e-05,0.182,0.246,0.214,0.002048,85.126,103.18,94.153,162.97345800000005,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2
Ane Brun,0,51,9.0,424.8,0.116,0.599,0.4726666666666666,0.03355146666666667,0.084,0.542,0.1905,0.030340699999999998,-18.153,-9.033,-13.930833333333332,8.796530566666666,0.0304,0.0483,0.037283333333333335,3.726566666666667e-05,0.727,0.976,0.9166666666666666,0.009091466666666666,5.28e-06,0.48,0.08929426333333333,0.03681233825330247,0.108,0.373,0.17900000000000002,0.009913599999999998,0.0336,0.539,0.26943333333333336,0.03175240666666667,82.118,158.001,119.1255,909.9210683000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
Angela McCluskey,64,64,64.0,,0.684,0.684,0.684,,0.684,0.684,0.684,,-13.337,-13.337,-13.337,,0.0418,0.0418,0.0418,,0.385,0.385,0.385,,0.29,0.29,0.29,,0.106,0.106,0.106,,0.616,0.616,0.616,,113.988,113.988,113.988,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1
Angèle,49,49,49.0,,0.817,0.817,0.817,,0.424,0.424,0.424,,-8.691,-8.691,-8.691,,0.0497,0.0497,0.0497,,0.601,0.601,0.601,,0.00331,0.00331,0.00331,,0.139,0.139,0.139,,0.389,0.389,0.389,,125.012,125.012,125.012,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1
Anina,38,38,38.0,,0.722,0.722,0.722,,0.375,0.375,0.375,,-11.881,-11.881,-11.881,,0.0313,0.0313,0.0313,,0.102,0.102,0.102,,0.806,0.806,0.806,,0.122,0.122,0.122,,0.39,0.39,0.39,,99.972,99.972,99.972,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1
Anita Baker,40,40,40.0,,0.599,0.599,0.599,,0.537,0.537,0.537,,-8.345,-8.345,-8.345,,0.0272,0.0272,0.0272,,0.397,0.397,0.397,,3.05e-06,3.05e-06,3.05e-06,,0.0691,0.0691,0.0691,,0.339,0.339,0.339,,91.28,91.28,91.28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1
Anna Kendrick,0,0,0.0,,0.885,0.885,0.885,,0.447,0.447,0.447,,-8.886,-8.886,-8.886,,0.102,0.102,0.102,,0.0481,0.0481,0.0481,,0.0131,0.0131,0.0131,,0.0351,0.0351,0.0351,,0.744,0.744,0.744,,129.956,129.956,129.956,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
Anna Malikova,27,27,27.0,,0.204,0.204,0.204,,0.09,0.09,0.09,,-22.612,-22.612,-22.612,,0.042,0.042,0.042,,0.99,0.99,0.99,,0.924,0.924,0.924,,0.0888,0.0888,0.0888,,0.0658,0.0658,0.0658,,78.116,78.116,78.116,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1
Annalisa,57,57,57.0,,0.628,0.628,0.628,,0.824,0.824,0.824,,-3.254,-3.254,-3.254,,0.0395,0.0395,0.0395,,0.0147,0.0147,0.0147,,0.0,0.0,0.0,,0.108,0.108,0.108,,0.467,0.467,0.467,,139.902,139.902,139.902,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
Anne-Marie David,44,44,44.0,,0.544,0.544,0.544,,0.669,0.669,0.669,,-4.314,-4.314,-4.314,,0.0283,0.0283,0.0283,,0.651,0.651,0.651,,1.35e-06,1.35e-06,1.35e-06,,0.178,0.178,0.178,,0.462,0.462,0.462,,100.473,100.473,100.473,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1
AnnenMayKantereit,0,0,0.0,,0.439,0.439,0.439,,0.919,0.919,0.919,,-4.619,-4.619,-4.619,,0.477,0.477,0.477,,0.182,0.182,0.182,,0.0,0.0,0.0,,0.939,0.939,0.939,,0.329,0.329,0.329,,166.374,166.374,166.374,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1
Annie Burnell,31,31,31.0,,0.63,0.63,0.63,,0.525,0.525,0.525,,-10.073,-10.073,-10.073,,0.0271,0.0271,0.0271,,0.569,0.569,0.569,,5.46e-05,5.46e-05,5.46e-05,,0.105,0.105,0.105,,0.313,0.313,0.313,,121.964,121.964,121.964,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1
Annie Lennox,85,85,85.0,,0.692,0.692,0.692,,0.711,0.711,0.711,,-7.498,-7.498,-7.498,,0.0317,0.0317,0.0317,,0.225,0.225,0.225,,0.0,0.0,0.0,,0.12,0.12,0.12,,0.875,0.875,0.875,,125.135,125.135,125.135,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Anouk,35,35,35.0,,0.638,0.638,0.638,,0.875,0.875,0.875,,-3.805,-3.805,-3.805,,0.0572,0.0572,0.0572,,0.0124,0.0124,0.0124,,1.95e-05,1.95e-05,1.95e-05,,0.0372,0.0372,0.0372,,0.563,0.563,0.563,,96.956,96.956,96.956,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1
Anri,69,69,69.0,,0.684,0.684,0.684,,0.843,0.843,0.843,,-4.256,-4.256,-4.256,,0.0296,0.0296,0.0296,,0.183,0.183,0.183,,1.67e-05,1.67e-05,1.67e-05,,0.0635,0.0635,0.0635,,0.885,0.885,0.885,,132.027,132.027,132.027,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,1
Antenna,35,35,35.0,,0.58,0.58,0.58,,0.707,0.707,0.707,,-9.539,-9.539,-9.539,,0.0694,0.0694,0.0694,,0.168,0.168,0.168,,0.889,0.889,0.889,,0.31,0.31,0.31,,0.694,0.694,0.694,,196.021,196.021,196.021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1
Anthony Gonzalez,69,69,69.0,,0.62,0.62,0.62,,0.497,0.497,0.497,,-7.509,-7.509,-7.509,,0.133,0.133,0.133,,0.597,0.597,0.597,,1.36e-05,1.36e-05,1.36e-05,,0.322,0.322,0.322,,0.636,0.636,0.636,,126.021,126.021,126.021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,1
Antoine Forqueray,4,4,4.0,,0.232,0.232,0.232,,0.154,0.154,0.154,,-24.397,-24.397,-24.397,,0.0363,0.0363,0.0363,,0.569,0.569,0.569,,0.897,0.897,0.897,,0.209,0.209,0.209,,0.283,0.283,0.283,,117.775,117.775,117.775,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,1
Antonella Rocco,6,6,6.0,,0.698,0.698,0.698,,0.829,0.829,0.829,,-4.888,-4.888,-4.888,,0.0385,0.0385,0.0385,,0.195,0.195,0.195,,0.0,0.0,0.0,,0.184,0.184,0.184,,0.585,0.585,0.585,,127.025,127.025,127.025,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,1
Antonin,33,33,33.0,,0.709,0.709,0.709,,0.327,0.327,0.327,,-13.404,-13.404,-13.404,,0.0327,0.0327,0.0327,,0.726,0.726,0.726,,0.0246,0.0246,0.0246,,0.0851,0.0851,0.0851,,0.438,0.438,0.438,,126.057,126.057,126.057,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1
Antonio Vivaldi,19,19,19.0,,0.508,0.508,0.508,,0.239,0.239,0.239,,-17.103,-17.103,-17.103,,0.0519,0.0519,0.0519,,0.892,0.892,0.892,,0.219,0.219,0.219,,0.131,0.131,0.131,,0.3,0.3,0.3,,144.83,144.83,144.83,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,1
Antony,17,17,17.0,,0.527,0.527,0.527,,0.273,0.273,0.273,,-11.191,-11.191,-11.191,,0.0366,0.0366,0.0366,,0.938,0.938,0.938,,0.000103,0.000103,0.000103,,0.108,0.108,0.108,,0.22,0.22,0.22,,76.801,76.801,76.801,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1
Antonín Dvořák,5,5,5.0,,0.133,0.133,0.133,,0.0459,0.0459,0.0459,,-22.673,-22.673,-22.673,,0.0418,0.0418,0.0418,,0.907,0.907,0.907,,0.862,0.862,0.862,,0.129,0.129,0.129,,0.172,0.172,0.172,,175.948,175.948,175.948,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,1
Apache 207,40,69,53.25,123.29545454545452,0.657,0.941,0.8033333333333333,0.007762060606060603,0.443,0.758,0.6305833333333334,0.008341901515151516,-7.907,-2.976,-5.885000000000001,2.847324545454546,0.0404,0.37,0.163525,0.011457809318181817,0.0256,0.526,0.21450833333333333,0.0327725971969697,0.0,0.018,0.0023478166666666667,2.7681058112424234e-05,0.0588,0.283,0.12135,0.003661460909090909,0.152,0.905,0.48300000000000004,0.049479999999999996,75.995,180.039,134.83666666666667,836.3570140606062,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,4,12
Arap Şükrü,47,47,47.0,,0.544,0.544,0.544,,0.566,0.566,0.566,,-8.557,-8.557,-8.557,,0.289,0.289,0.289,,0.758,0.758,0.758,,3.33e-05,3.33e-05,3.33e-05,,0.702,0.702,0.702,,0.632,0.632,0.632,,118.104,118.104,118.104,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1
Arcade Fire,67,67,67.0,,0.619,0.619,0.619,,0.686,0.686,0.686,,-6.125,-6.125,-6.125,,0.0265,0.0265,0.0265,,0.0565,0.0565,0.0565,,0.0237,0.0237,0.0237,,0.142,0.142,0.142,,0.538,0.538,0.538,,117.777,117.777,117.777,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,1
Arctic Monkeys,59,88,66.0,119.6,0.415,0.714,0.5588333333333333,0.010058966666666665,0.369,0.866,0.6965,0.039510699999999996,-10.899,-4.31,-6.115333333333333,6.441305466666665,0.0295,0.069,0.04298333333333334,0.00027403766666666673,0.00287,0.634,0.141345,0.058706740550000004,0.0,0.0552,0.014619633333333333,0.0004345187160066666,0.0717,0.233,0.15886666666666668,0.004487286666666668,0.248,0.844,0.591,0.06233599999999999,72.062,142.175,112.92633333333333,972.4809170666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6
Aretha Franklin,52,52,52.0,,0.388,0.388,0.388,,0.316,0.316,0.316,,-9.477,-9.477,-9.477,,0.0297,0.0297,0.0297,,0.8,0.8,0.8,,0.000381,0.000381,0.000381,,0.086,0.086,0.086,,0.23,0.23,0.23,,135.461,135.461,135.461,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1
Ariana Grande,0,85,34.5,1280.5,0.604,0.847,0.712,0.005243777777777778,0.317,0.756,0.6168,0.01919351111111111,-10.732,-4.985,-6.2311,2.832856322222222,0.0363,0.308,0.10640000000000001,0.008080626666666667,0.00632,0.591,0.145752,0.040648211928888886,0.0,0.0546,0.00604106,0.00029438999755433334,0.0881,0.274,0.14651,0.004120534333333334,0.287,0.712,0.4385,0.020294499999999993,62.519,170.0,126.83070000000001,949.3110044555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,10
Armageddon Turk,0,0,0.0,,0.669,0.669,0.669,,0.261,0.261,0.261,,-9.197,-9.197,-9.197,,0.0666,0.0666,0.0666,,0.954,0.954,0.954,,0.967,0.967,0.967,,0.305,0.305,0.305,,0.193,0.193,0.193,,139.806,139.806,139.806,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1
Asaf Avidan,49,49,49.0,,0.343,0.343,0.343,,0.322,0.322,0.322,,-10.314,-10.314,-10.314,,0.0433,0.0433,0.0433,,0.648,0.648,0.648,,0.00387,0.00387,0.00387,,0.0755,0.0755,0.0755,,0.151,0.151,0.151,,179.546,179.546,179.546,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,1
Ash,0,0,0.0,,0.687,0.687,0.687,,0.535,0.535,0.535,,-9.228,-9.228,-9.228,,0.0392,0.0392,0.0392,,0.601,0.601,0.601,,0.00721,0.00721,0.00721,,0.125,0.125,0.125,,0.2,0.2,0.2,,97.999,97.999,97.999,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1
Ashnikko,46,46,46.0,,0.667,0.667,0.667,,0.828,0.828,0.828,,-4.589,-4.589,-4.589,,0.265,0.265,0.265,,0.0229,0.0229,0.0229,,0.0,0.0,0.0,,0.0756,0.0756,0.0756,,0.843,0.843,0.843,,173.893,173.893,173.893,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,4,1
Aslı Güngör,0,0,0.0,,0.617,0.617,0.617,,0.74,0.74,0.74,,-7.621,-7.621,-7.621,,0.0633,0.0633,0.0633,,0.308,0.308,0.308,,0.0,0.0,0.0,,0.086,0.086,0.086,,0.562,0.562,0.562,,151.994,151.994,151.994,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1
Asu Maralman,33,33,33.0,,0.608,0.608,0.608,,0.513,0.513,0.513,,-7.771,-7.771,-7.771,,0.0831,0.0831,0.0831,,0.569,0.569,0.569,,0.000884,0.000884,0.000884,,0.0762,0.0762,0.0762,,0.664,0.664,0.664,,81.777,81.777,81.777,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,1
Asya,0,0,0.0,,0.645,0.645,0.645,,0.399,0.399,0.399,,-15.384,-15.384,-15.384,,0.114,0.114,0.114,,0.433,0.433,0.433,,0.0,0.0,0.0,,0.189,0.189,0.189,,0.544,0.544,0.544,,80.072,80.072,80.072,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,1
Ata Demirer,28,28,28.0,,0.585,0.585,0.585,,0.873,0.873,0.873,,-2.804,-2.804,-2.804,,0.0475,0.0475,0.0475,,0.526,0.526,0.526,,0.00923,0.00923,0.00923,,0.135,0.135,0.135,,0.817,0.817,0.817,,160.024,160.024,160.024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Athena,0,41,24.0,457.0,0.588,0.638,0.6056666666666667,0.0007863333333333344,0.617,0.937,0.7643333333333334,0.026081333333333356,-10.068,-4.471,-7.956333333333333,9.246822333333332,0.0252,0.0602,0.0399,0.00032976999999999995,0.0189,0.088,0.04313333333333333,0.0015130033333333333,0.0,5.82e-05,1.94e-05,1.12908e-09,0.0598,0.101,0.07606666666666667,0.00048069333333333335,0.36,0.911,0.7023333333333334,0.08930033333333337,97.963,189.908,141.94333333333333,2125.376940333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
Ati ve Aşk Üçgeni,0,0,0.0,,0.498,0.498,0.498,,0.687,0.687,0.687,,-7.212,-7.212,-7.212,,0.0291,0.0291,0.0291,,0.0261,0.0261,0.0261,,5.34e-05,5.34e-05,5.34e-05,,0.231,0.231,0.231,,0.505,0.505,0.505,,111.986,111.986,111.986,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1
Aura Dione,0,0,0.0,,0.74,0.74,0.74,,0.957,0.957,0.957,,-3.719,-3.719,-3.719,,0.0987,0.0987,0.0987,,0.0201,0.0201,0.0201,,0.0,0.0,0.0,,0.0839,0.0839,0.0839,,0.72,0.72,0.72,,93.995,93.995,93.995,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,1
Avril Lavigne,2,2,2.0,,0.487,0.487,0.487,,0.9,0.9,0.9,,-4.417,-4.417,-4.417,,0.0482,0.0482,0.0482,,6.79e-05,6.79e-05,6.79e-05,,0.0,0.0,0.0,,0.358,0.358,0.358,,0.484,0.484,0.484,,149.937,149.937,149.937,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
Ayla Dikmen,70,70,70.0,,0.324,0.324,0.324,,0.573,0.573,0.573,,-7.224,-7.224,-7.224,,0.0495,0.0495,0.0495,,0.751,0.751,0.751,,0.00127,0.00127,0.00127,,0.548,0.548,0.548,,0.433,0.433,0.433,,116.735,116.735,116.735,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,1
Aylin Aslım,31,31,31.0,,0.591,0.591,0.591,,0.617,0.617,0.617,,-10.068,-10.068,-10.068,,0.0252,0.0252,0.0252,,0.0225,0.0225,0.0225,,0.0,0.0,0.0,,0.101,0.101,0.101,,0.36,0.36,0.36,,97.963,97.963,97.963,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
Ayna,53,53,53.0,,0.558,0.558,0.558,,0.687,0.687,0.687,,-7.25,-7.25,-7.25,,0.0369,0.0369,0.0369,,0.293,0.293,0.293,,0.0,0.0,0.0,,0.104,0.104,0.104,,0.298,0.298,0.298,,113.037,113.037,113.037,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,4,1
Ayse Hatun Onal,0,59,29.5,1740.5,0.732,0.742,0.737,5.000000000000009e-05,0.602,0.809,0.7055,0.021424500000000016,-7.048,-6.13,-6.589,0.42136199999999974,0.0343,0.055,0.044649999999999995,0.000214245,0.0563,0.0966,0.07645,0.0008120450000000001,2.08e-05,0.0592,0.029610400000000002,0.00175108885632,0.0926,0.255,0.1738,0.01318688,0.649,0.953,0.8009999999999999,0.046207999999999964,116.0,124.024,120.012,32.192288000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
Aytekin Kurt,9,24,16.5,112.5,0.605,0.729,0.667,0.0076880000000000065,0.704,0.714,0.709,5.000000000000009e-05,-6.275,-6.177,-6.226,0.004802000000000074,0.0307,0.185,0.10785,0.011904244999999999,0.00859,0.0254,0.016995,0.00014128804999999998,2.84e-05,0.000348,0.0001882,5.1072079999999995e-08,0.0369,0.265,0.15095,0.026014805,0.164,0.717,0.4405,0.15290449999999997,150.044,175.956,163.0,335.7158719999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2
Ayten Alpman,0,0,0.0,0.0,0.275,0.405,0.34175,0.0032542500000000015,0.396,0.419,0.40875,9.09166666666665e-05,-12.485,-7.719,-10.77425,4.388492916666666,0.0289,0.0376,0.033174999999999996,1.8229166666666658e-05,0.586,0.945,0.778,0.021726,0.0,0.162,0.042683,0.006339589515999999,0.113,0.577,0.31025,0.047826249999999994,0.315,0.563,0.428,0.011011999999999992,92.385,180.005,120.0945,1704.7929896666672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4
Ayyuka,27,27,27.0,,0.367,0.367,0.367,,0.683,0.683,0.683,,-5.741,-5.741,-5.741,,0.0435,0.0435,0.0435,,0.00194,0.00194,0.00194,,0.00145,0.00145,0.00145,,0.199,0.199,0.199,,0.554,0.554,0.554,,73.296,73.296,73.296,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1
Ayşegül Aldinç,0,0,0.0,,0.479,0.479,0.479,,0.744,0.744,0.744,,-4.651,-4.651,-4.651,,0.0521,0.0521,0.0521,,0.25,0.25,0.25,,0.0,0.0,0.0,,0.0898,0.0898,0.0898,,0.355,0.355,0.355,,173.833,173.833,173.833,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,1
Aşkın Nur Yengi,0,60,10.6,406.93333333333334,0.413,0.799,0.604,0.012390888888888892,0.207,0.896,0.6091,0.04443254444444443,-19.951,-3.579,-10.4625,27.40407938888889,0.0403,0.137,0.06533,0.0008067823333333334,0.056,0.686,0.4154,0.04319071111111111,0.0,3.17e-05,4.335e-06,9.502878333333334e-11,0.0584,0.341,0.18713,0.010859177888888889,0.203,0.884,0.5834,0.04987471111111111,79.943,155.933,112.1286,759.3627744888887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
